,Name,Price,Selldate,Public Year,Mileage,Origin,Bodytype,Seats,City,Year,Fueltype,Engine,Manufacturer
2586,Mercedes Benz C class C300 AMG,1799,4/11/2024,2022,22000,Lap rap,Sedan,5,Ha Noi,2,Xang,2000,Mercedes
2587,MG 5 Luxury 1.5 AT,465,4/11/2024,2023,33000,Nhap khau,Sedan,5,Ha Noi,1,Xang,1500,MG
2588,Toyota Veloz Cross Top 1.5 CVT,615,4/11/2024,2022,33000,Nhap khau,SUV,7,Ha Noi,2,Xang,1500,Toyota
2589,Hyundai SantaFe 2.2L 4WD,665,4/11/2024,2016,85000,Lap rap,SUV,7,Ha Noi,8,Dau,2200,Hyundai
2590,Kia Seltos Premium 1.4 AT,650,4/11/2024,2022,30000,Lap rap,Crossover,5,Ha Noi,2,Xang,1400,Kia
2591,Toyota Corolla altis 1.8G AT,588,4/11/2024,2020,60000,Lap rap,Sedan,5,Ha Noi,4,Xang,1800,Toyota
2592,Honda CRV 2,619,4/11/2024,2017,80000,Lap rap,SUV,5,Ha Noi,7,Xang,2400,Honda
2593,Toyota Yaris G 1.5 AT,595,4/11/2024,2021,29000,Nhap khau,Hatchback,5,Ha Noi,3,Xang,1500,Toyota
2594,Hyundai Tucson 2.0 ATH,579,4/11/2024,2017,0,Lap rap,Crossover,5,Ha Noi,7,Xang,2000,Hyundai
2595,Ford Ranger XLS 2.0L 4x2 AT,630,4/11/2024,2022,40000,Lap rap,Ban tai,5,Ha Noi,2,Dau,2000,Ford
2596,Toyota Raize G 1.0 CVT,540,4/11/2024,2024,3000,Nhap khau,SUV,5,Ha Noi,0,Xang,1000,Toyota
2597,Mazda CX5 Premium 2.0 AT,779,4/11/2024,2022,20000,Lap rap,SUV,5,Ha Noi,2,Xang,2000,Mazda
2598,Toyota Camry 2.5Q,899,4/11/2024,2019,62000,Nhap khau,Sedan,5,Ha Noi,5,Xang,2500,Toyota
2599,Mercedes Benz C class C300 AMG,888,4/11/2024,2017,50000,Lap rap,Sedan,5,Ha Noi,7,Xang,2000,Mercedes
2600,Toyota Camry 2.5Q,1190,4/11/2024,2022,24000,Nhap khau,Sedan,5,Ha Noi,2,Xang,2500,Toyota
2601,BMW 5 Series 520i,1160,4/11/2024,2018,42172,Nhap khau,Sedan,5,Ha Noi,6,Xang,1600,BMW
2602,Mercedes Benz C class C300 AMG,996,4/11/2024,2018,70000,Lap rap,Sedan,5,Ha Noi,6,Xang,2000,Mercedes
2603,Mercedes Benz C class C200,599,4/11/2024,2015,0,Lap rap,Sedan,5,Ha Noi,9,Xang,2000,Mercedes
2604,Toyota Corolla altis 1.8G AT,529,4/11/2024,2018,93000,Lap rap,Sedan,5,Ha Noi,6,Xang,1800,Toyota
2605,Hyundai Elantra 2.0 AT,545,4/11/2024,2021,50168,Lap rap,Sedan,5,Ha Noi,3,Xang,2000,Hyundai
2606,Mazda 3 2.0 AT,475,4/11/2024,2018,58000,Lap rap,Sedan,5,Ha Noi,6,Xang,2000,Mazda
2607,Hyundai Tucson 1.6 AT Turbo HTRAC Dac biet,905,4/11/2024,2023,22000,Lap rap,Crossover,5,Ha Noi,1,Xang,1600,Hyundai
2608,Mercedes Benz GLC 300 4Matic,1750,4/11/2024,2021,41000,Lap rap,SUV,5,Ha Noi,3,Xang,2000,Mercedes
2609,Mercedes Benz S class S450L,1889,4/11/2024,2017,100000,Lap rap,Sedan,5,Ha Noi,7,Xang,3000,Mercedes
2610,Mercedes Benz G class G63 AMG,10399,4/11/2024,2021,18000,Nhap khau,SUV,5,Ha Noi,3,Xang,4000,Mercedes
2611,Toyota Vios E CVT,450,4/11/2024,2022,70000,Lap rap,Sedan,5,Ha Noi,2,Xang,1500,Toyota
2612,Mini Cooper S 3 Door,1750,4/11/2024,2022,7000,Nhap khau,Hatchback,4,Ha Noi,2,Xang,2000,Mini
2613,Mercedes Benz S class S450L Luxury,2680,4/11/2024,2019,56000,Lap rap,Sedan,5,Ha Noi,5,Xang,3000,Mercedes
2614,Hyundai i10 1.2 AT,363,4/11/2024,2021,42000,Lap rap,Hatchback,5,Ha Noi,3,Xang,1250,Hyundai
2615,Mercedes Benz C class C300 AMG,1859,4/11/2024,2023,8000,Lap rap,Sedan,5,Ha Noi,1,Xang,2000,Mercedes
2616,Volkswagen Viloran Luxury,2190,4/11/2024,2024,400,Nhap khau,Van,7,Ha Noi,0,Xang,2000,Volkswagen
2617,VinFast VF e34 AT,510,4/11/2024,2022,46000,Lap rap,Crossover,5,Ha Noi,2,Dien,0,VinFast
2618,LandRover Range Rover HSE 3.0,2680,4/11/2024,2015,60000,Nhap khau,SUV,5,Ha Noi,9,Xang,3000,Land Rover
2619,Mitsubishi Triton 4x2 AT,565,4/11/2024,2022,20000,Nhap khau,Ban tai,5,Ha Noi,2,Dau,2400,Mitsubishi
2620,Mercedes Benz C class C300 AMG,1820,4/11/2024,2022,20000,Nhap khau,Sedan,5,Ha Noi,2,Xang,2000,Mercedes
2621,Mazda 3 S 1.6 AT,335,4/11/2024,2014,65000,Lap rap,Sedan,5,Ha Noi,10,Xang,1600,Mazda
2622,Peugeot 3008 GT,874,4/11/2024,2022,30000,Lap rap,Crossover,5,Ha Noi,2,Xang,1600,Peugeot
2623,Toyota Camry 2.0Q,1050,4/11/2024,2022,40000,Nhap khau,Sedan,5,Ha Noi,2,Xang,2000,Toyota
2624,Mazda 3 1.5 AT,475,4/11/2024,2018,77000,Lap rap,Sedan,5,Ha Noi,6,Xang,1500,Mazda
2625,Mitsubishi Attrage 1.2 CVT,385,4/11/2024,2022,24000,Nhap khau,Sedan,5,Ha Noi,2,Xang,1200,Mitsubishi
2626,Mercedes Benz GLC 300 4Matic,1179,4/11/2024,2018,91000,Lap rap,SUV,5,Ha Noi,6,Xang,2000,Mercedes
2627,Mitsubishi Outlander 2.0 CVT,725,4/11/2024,2022,70000,Lap rap,SUV,7,Ha Noi,2,Xang,2000,Mitsubishi
2628,Kia Carnival Premium 2.2D,1175,4/11/2024,2022,40000,Lap rap,Van,8,Ha Noi,2,Dau,2200,Kia
2629,Hyundai Tucson 2.0 AT Dac biet,729,4/11/2024,2021,43000,Lap rap,Crossover,5,Ha Noi,3,Xang,2000,Hyundai
2630,Lexus LX 570 Super Sport,5150,4/11/2024,2016,43000,Nhap khau,SUV,7,Ha Noi,8,Xang,5700,Lexus
2631,Mercedes Benz GLC 200,980,4/11/2024,2019,64000,Lap rap,SUV,5,Ha Noi,5,Xang,2000,Mercedes
2632,Kia K3 Luxury 1.6 AT,569,4/11/2024,2022,32000,Lap rap,Sedan,5,Ha Noi,2,Xang,1600,Kia
2633,Kia Morning Si AT,260,4/11/2024,2016,110000,Lap rap,Hatchback,5,Ha Noi,8,Xang,1250,Kia
2634,Mercedes Benz E class E200 Exclusive,1779,4/11/2024,2021,9656,Lap rap,Sedan,5,Ha Noi,3,Xang,2000,Mercedes
2635,LandRover Range Rover Evoque Prestige,750,4/11/2024,2015,0,Nhap khau,SUV,5,Ha Noi,9,Xang,2000,Land Rover
2636,VinFast Fadil 1.4 AT,325,4/11/2024,2021,50000,Lap rap,Hatchback,5,Ha Noi,3,Xang,1400,VinFast
2637,Mazda 3 1.5L Sport Luxury,559,4/11/2024,2020,20000,Lap rap,Hatchback,5,Ha Noi,4,Xang,1500,Mazda
2638,Mercedes Benz E class E200 Exclusive,1696,4/11/2024,2021,28000,Lap rap,Sedan,5,Ha Noi,3,Xang,2000,Mercedes
2639,VinFast Lux A 2.0 Premium 2.0 AT,585,4/11/2024,2019,54000,Lap rap,Sedan,5,Ha Noi,5,Xang,2000,VinFast
2640,Kia Sedona Platinum D,815,4/11/2024,2018,80000,Lap rap,Van,7,Ha Noi,6,Dau,2200,Kia
2641,Kia K5 2.0 AT,425,4/11/2024,2014,0,Nhap khau,Sedan,5,Ha Noi,10,Xang,2000,Kia
2642,Mercedes Benz E class E300 AMG,1475,4/11/2024,2019,60000,Lap rap,Sedan,5,Ha Noi,5,Xang,2000,Mercedes
2643,Mercedes Benz S class S450L,2399,4/11/2024,2019,50000,Lap rap,Sedan,5,Ha Noi,5,Xang,3000,Mercedes
2644,Mercedes Benz GLC 300 4Matic,1799,4/11/2024,2022,48000,Lap rap,SUV,5,Ha Noi,2,Xang,2000,Mercedes
2645,Mazda CX5 2.0 Premium,688,4/11/2024,2020,50000,Lap rap,SUV,5,Ha Noi,4,Xang,2000,Mazda
2646,Toyota Camry 2.5Q,755,4/11/2024,2018,66000,Lap rap,Sedan,5,Ha Noi,6,Xang,2500,Toyota
2647,Kia Sedona 3.3L GAT,480,4/11/2024,2016,80000,Lap rap,Van,7,Ha Noi,8,Xang,3300,Kia
2648,Peugeot 3008 AL,780,4/11/2024,2021,63000,Lap rap,Crossover,5,Ha Noi,3,Xang,1600,Peugeot
2649,Mazda CX5 2.0 Deluxe,685,4/11/2024,2020,60000,Lap rap,SUV,5,Ha Noi,4,Xang,2000,Mazda
2650,Toyota Land Cruiser VX 4.6 V8,3880,4/11/2024,2019,58000,Nhap khau,SUV,8,Ha Noi,5,Xang,4600,Toyota
2651,Hyundai SantaFe Cao cap 2.5L HTRAC,999,4/11/2024,2021,19000,Lap rap,SUV,7,Ha Noi,3,Xang,2500,Hyundai
2652,Suzuki XL7 1.5 AT,575,4/11/2024,2023,20000,Nhap khau,SUV,7,Ha Noi,1,Xang,1500,Suzuki
2653,VinFast Lux SA 2.0 2.0 AT,690,4/11/2024,2020,60000,Lap rap,SUV,7,Ha Noi,4,Xang,2000,VinFast
2654,Hyundai Tucson 2.0 AT Tieu chuan,688,4/11/2024,2021,46000,Lap rap,Crossover,5,Ha Noi,3,Xang,2000,Hyundai
2655,Porsche Cayenne 3.0 V6,4100,4/11/2024,2020,60000,Nhap khau,SUV,5,Ha Noi,4,Xang,3000,Porsche
2656,Hyundai Stargazer Cao cap 1.5 AT,548,4/11/2024,2022,42000,Nhap khau,Van,7,Ha Noi,2,Xang,1500,Hyundai
2657,Mitsubishi Triton 4x2 AT Mivec,495,4/11/2024,2020,60000,Nhap khau,Ban tai,5,Ha Noi,4,Dau,2400,Mitsubishi
2658,Suzuki Grand vitara 2.0 AT,410,4/11/2024,2014,50000,Nhap khau,SUV,5,Ha Noi,10,Xang,2000,Suzuki
2659,Mazda CX8 Premium AWD,919,4/11/2024,2022,26000,Lap rap,SUV,7,Ha Noi,2,Xang,2500,Mazda
2660,Hyundai Tucson 2.0 AT,545,4/11/2024,2017,93000,Lap rap,Crossover,5,Ha Noi,7,Xang,2000,Hyundai
2661,Mercedes Benz GLC 300 4Matic,1195,4/11/2024,2019,82000,Lap rap,SUV,5,Ha Noi,5,Xang,2000,Mercedes
2662,Honda CRV 2.4 AT,555,4/11/2024,2015,95000,Lap rap,SUV,5,Ha Noi,9,Xang,2400,Honda
2663,Toyota Vios 1.5G,335,4/11/2024,2014,83000,Lap rap,Sedan,5,Ha Noi,10,Xang,1500,Toyota
2664,Mitsubishi Xpander Premium 1.5 AT,586,4/11/2024,2022,35000,Nhap khau,SUV,7,Ha Noi,2,Xang,1500,Mitsubishi
2665,Mercedes Benz GLE Class GLE 53 4Matic+ Coupe AMG,4279,4/11/2024,2021,24000,Nhap khau,SUV,5,Ha Noi,3,Xang,3000,Mercedes
2666,Suzuki Ciaz 1.4 AT,420,4/11/2024,2022,45600,Nhap khau,Sedan,5,Ha Noi,2,Xang,1400,Suzuki
2667,Hyundai Tucson 2.0 AT Dac biet,750,4/11/2024,2021,40000,Lap rap,Crossover,5,Ha Noi,3,Xang,2000,Hyundai
2668,VinFast Fadil Tieu chuan 1.4 AT,345,4/11/2024,2022,28000,Lap rap,Hatchback,5,Ha Noi,2,Xang,1400,VinFast
2669,Hyundai Palisade Prestige 2.2 AT HTRAC,1540,4/11/2024,2024,2000,Lap rap,SUV,7,Ha Noi,0,Dau,2200,Hyundai
2670,Ford Ranger XLS 2.2L 4x2 AT,426,4/11/2024,2016,75000,Nhap khau,Ban tai,5,Ha Noi,8,Dau,2200,Ford
2671,Hyundai SantaFe Cao cap 2.2L HTRAC,1250,4/11/2024,2023,12000,Lap rap,SUV,7,Ha Noi,1,Dau,2200,Hyundai
2672,VinFast Lux SA 2.0 2.0 AT,745,4/11/2024,2021,20000,Lap rap,SUV,7,Ha Noi,3,Xang,2000,VinFast
2673,Mitsubishi Xpander 1.5 AT,535,4/11/2024,2021,48000,Lap rap,SUV,7,Ha Noi,3,Xang,1500,Mitsubishi
2674,VinFast Lux SA 2.0 2.0 AT,690,4/11/2024,2020,60000,Lap rap,SUV,7,Ha Noi,4,Xang,2000,VinFast
2675,Mazda CX5 Signature Sport 2.5 AT,938,4/11/2024,2023,8000,Lap rap,SUV,5,Ha Noi,1,Xang,2500,Mazda
2676,Kia Carnival Signature 2.2D,1295,4/11/2024,2022,40000,Lap rap,Van,7,Ha Noi,2,Dau,2200,Kia
2677,Toyota Corolla Cross 1.8G,739,4/11/2024,2022,30000,Nhap khau,SUV,5,Ha Noi,2,Xang,1800,Toyota
2678,Mazda CX5 Premium 2.0 AT,760,4/11/2024,2021,38000,Lap rap,SUV,5,Ha Noi,3,Xang,2000,Mazda
2679,Toyota Camry 2.0Q,1040,4/11/2024,2022,0,Nhap khau,Sedan,5,Ha Noi,2,Xang,2000,Toyota
2680,Ford Mustang EcoBoost Fastback,1880,4/11/2024,2018,0,Nhap khau,Coupe,4,Ha Noi,6,Xang,2300,Ford
2681,Mercedes Benz GLC 200 4Matic,2089,4/11/2024,2023,18000,Lap rap,SUV,5,Ha Noi,1,Xang,2000,Mercedes
2682,Honda CRV L,795,4/11/2024,2019,79000,Nhap khau,SUV,7,Ha Noi,5,Xang,1500,Honda
2683,Mitsubishi Outlander 2.0 CVT,750,4/11/2024,2022,0,Lap rap,SUV,7,Ha Noi,2,Xang,2000,Mitsubishi
2684,Toyota Camry 2.0G,930,4/11/2024,2022,17000,Nhap khau,Sedan,5,Ha Noi,2,Xang,2000,Toyota
2685,Mitsubishi Triton 4x2 AT,560,4/11/2024,2022,45000,Nhap khau,Ban tai,5,Ha Noi,2,Dau,2400,Mitsubishi
2686,Kia Sedona 2.2 DAT Luxury,858,4/11/2024,2019,79000,Lap rap,Van,7,Ha Noi,5,Dau,2200,Kia
2687,Honda City 1.5,390,4/11/2024,2017,100000,Lap rap,Sedan,5,Ha Noi,7,Xang,1500,Honda
2688,Mercedes Benz GLC 200 4Matic,1390,4/11/2024,2020,56000,Lap rap,SUV,5,Ha Noi,4,Xang,2000,Mercedes
2689,Kia Carnival Signature 2.2D,1430,4/11/2024,2024,10000,Lap rap,Van,7,Ha Noi,0,Dau,2200,Kia
2690,Mercedes Benz GLC 300 4Matic,1050,4/11/2024,2017,90000,Lap rap,SUV,5,Ha Noi,7,Xang,2000,Mercedes
2691,Honda CRV L,905,4/11/2024,2022,52000,Lap rap,SUV,7,Ha Noi,2,Xang,1500,Honda
2692,Ford Ranger XLS 2.2L 4x2 AT,528,4/11/2024,2020,75000,Nhap khau,Ban tai,5,Ha Noi,4,Dau,2200,Ford
2693,Hyundai Tucson 1.6 AT Turbo,700,4/11/2024,2019,30000,Lap rap,Crossover,5,Ha Noi,5,Xang,1600,Hyundai
2694,Ford Ranger XLS 2.2L 4x2 AT,540,4/11/2024,2019,75000,Nhap khau,Ban tai,5,Ha Noi,5,Dau,2200,Ford
2695,Mitsubishi Triton Athlete 4x4 AT,718,4/11/2024,2022,37000,Nhap khau,Ban tai,5,Ha Noi,2,Dau,2400,Mitsubishi
2696,Mercedes Benz GLC 200,1285,4/11/2024,2020,60000,Lap rap,SUV,5,Ha Noi,4,Xang,2000,Mercedes
2697,Mazda 3 1.5 AT,455,4/11/2024,2018,73000,Lap rap,Hatchback,5,Ha Noi,6,Xang,1500,Mazda
2698,VinFast VF5 Plus,515,4/11/2024,2024,30000,Lap rap,SUV,5,Ha Noi,0,Dien,0,VinFast
2699,BMW 7 Series 740Li,2350,4/11/2024,2018,35000,Nhap khau,Sedan,5,Ha Noi,6,Xang,3000,BMW
2700,Hyundai i10 1.2 AT,385,4/11/2024,2021,20000,Lap rap,Hatchback,5,Ha Noi,3,Xang,1250,Hyundai
2701,Mercedes Benz GLS 450 4Matic,4150,4/11/2024,2021,47000,Nhap khau,SUV,7,Ha Noi,3,Xang,3000,Mercedes
2702,Mazda CX8 Premium,970,4/11/2024,2023,29000,Lap rap,SUV,7,Ha Noi,1,Xang,2500,Mazda
2703,Toyota Camry 2.0E,515,4/11/2024,2016,100000,Lap rap,Sedan,5,Ha Noi,8,Xang,2000,Toyota
2704,Mercedes Benz GLC 250 4Matic,935,4/11/2024,2017,96000,Lap rap,SUV,5,Ha Noi,7,Xang,2000,Mercedes
2705,VinFast Lux A 2.0 2.0 AT,599,4/11/2024,2021,26000,Lap rap,Sedan,5,Ha Noi,3,Xang,2000,VinFast
2706,Toyota Corolla altis 1.8G AT,599,4/11/2024,2020,46000,Lap rap,Sedan,5,Ha Noi,4,Xang,1800,Toyota
2707,Mercedes Benz C class C200 Avantgarde,1499,4/11/2024,2023,6000,Lap rap,Sedan,5,Ha Noi,1,Xang,1500,Mercedes
2708,Honda City RS 1.5 AT,545,4/11/2024,2023,13000,Lap rap,Sedan,5,Ha Noi,1,Xang,1500,Honda
2709,Hyundai Accent 1.4 AT Dac Biet,493,4/11/2024,2023,9999,Lap rap,Sedan,5,Ha Noi,1,Xang,1400,Hyundai
2710,Nissan Navara EL 2.5 AT 2WD,415,4/11/2024,2017,100000,Nhap khau,Ban tai,5,Ha Noi,7,Dau,2500,Nissan
2711,Mercedes Benz S class S450L,2690,4/11/2024,2020,50000,Lap rap,Sedan,5,Ha Noi,4,Xang,3000,Mercedes
2712,Hyundai i10 1.2 AT,368,4/11/2024,2021,26000,Lap rap,Hatchback,5,Ha Noi,3,Xang,1250,Hyundai
2713,Porsche Panamera 2.9 V6,5250,4/11/2024,2021,0,Nhap khau,Sedan,4,Ha Noi,3,Xang,2900,Porsche
2714,Ford Ranger XLS 2.2L 4x2 AT,568,4/11/2024,2021,55000,Nhap khau,Ban tai,5,Ha Noi,3,Dau,2200,Ford
2715,Mercedes Benz GLS 450 4Matic,3680,4/11/2024,2020,50000,Nhap khau,SUV,7,Ha Noi,4,Xang,3000,Mercedes
2716,Honda CRV G,855,4/11/2024,2021,0,Lap rap,SUV,7,Ha Noi,3,Xang,1500,Honda
2717,Suzuki Swift GLX 1.2 AT,520,4/11/2024,2022,10000,Nhap khau,Hatchback,5,Ha Noi,2,Xang,1200,Suzuki
2718,Toyota Land Cruiser 3.5 V6,4670,4/11/2024,2022,30000,Nhap khau,SUV,7,Ha Noi,2,Xang,3400,Toyota
2719,Mercedes Benz G class G63 AMG,9300,4/11/2024,2021,50000,Nhap khau,SUV,5,Ha Noi,3,Xang,4000,Mercedes
2720,Toyota Camry 2.0G,785,4/11/2024,2020,80000,Nhap khau,Sedan,5,Ha Noi,4,Xang,2000,Toyota
2721,Audi Q7 55 TFSI Quattro,2490,4/11/2024,2020,40000,Nhap khau,SUV,7,Ha Noi,4,Xang,3000,Audi
2722,Kia Seltos Premium 1.4 AT,650,4/11/2024,2022,30000,Lap rap,Crossover,5,Ha Noi,2,Xang,1400,Kia
2723,Hyundai Elantra 2.0 AT,540,4/11/2024,2021,50000,Lap rap,Sedan,5,Ha Noi,3,Xang,2000,Hyundai
2724,Mazda 3 1.5L Luxury,599,4/11/2024,2023,30000,Lap rap,Sedan,5,Ha Noi,1,Xang,1500,Mazda
2725,Hyundai Elantra Sport 1.6 AT,520,4/11/2024,2019,75000,Lap rap,Sedan,5,Ha Noi,5,Xang,1600,Hyundai
2726,Toyota Fortuner 2.4L 4x2 AT,990,4/11/2024,2022,30000,Lap rap,SUV,7,Ha Noi,2,Dau,2400,Toyota
2727,Toyota Veloz Cross Top 1.5 CVT,599,4/11/2024,2022,15000,Nhap khau,SUV,7,Ha Noi,2,Xang,1500,Toyota
2728,Mazda CX5 2.0 Deluxe,645,4/11/2024,2020,56000,Lap rap,SUV,5,Ha Noi,4,Xang,2000,Mazda
2729,Mazda 3 2.0 AT,475,4/11/2024,2018,58000,Lap rap,Sedan,5,Ha Noi,6,Xang,2000,Mazda
2730,Peugeot 3008 AL,838,4/11/2024,2022,16000,Lap rap,Crossover,5,Ha Noi,2,Xang,1600,Peugeot
2731,Mercedes Benz GLC 200,979,4/11/2024,2018,77000,Lap rap,SUV,5,Ha Noi,6,Xang,2000,Mercedes
2732,Ford Ranger Wildtrak 2.0L 4x4 AT,615,4/11/2024,2018,80000,Nhap khau,Ban tai,5,Ha Noi,6,Dau,2000,Ford
2733,Kia Sedona 2.2 DAT Luxury,899,4/11/2024,2021,71000,Lap rap,Van,7,Ha Noi,3,Dau,2200,Kia
2734,Nissan Sunny XT Premium,320,4/11/2024,2019,67000,Lap rap,Sedan,5,Ha Noi,5,Xang,1500,Nissan
2735,BMW 7 Series 740Li,3190,4/11/2024,2020,40000,Nhap khau,Sedan,5,Ha Noi,4,Xang,3000,BMW
2736,Toyota Fortuner 2.4G 4x2 AT,860,4/11/2024,2019,80000,Lap rap,SUV,7,Ha Noi,5,Dau,2400,Toyota
2737,Hyundai Creta Dac biet 1.5 AT,599,4/11/2024,2022,56000,Nhap khau,Crossover,5,Ha Noi,2,Xang,1500,Hyundai
2738,Kia Seltos Deluxe 1.4 AT,585,4/11/2024,2022,25000,Lap rap,Crossover,5,Ha Noi,2,Xang,1400,Kia
2739,VinFast Lux A 2.0 2.0 AT,555,4/11/2024,2021,60000,Lap rap,Sedan,5,Ha Noi,3,Xang,2000,VinFast
2740,Volvo S60 B5 R-Design AWD,1369,4/11/2024,2021,13000,Nhap khau,Sedan,5,Ha Noi,3,Xang,2000,Volvo
2741,Hyundai Tucson 2.0 ATH,569,4/11/2024,2016,90000,Nhap khau,Crossover,5,Ha Noi,8,Xang,2000,Hyundai
2742,LandRover Range Rover Autobiography 5.0,2955,4/11/2024,2014,72000,Nhap khau,SUV,4,Ha Noi,10,Xang,5000,Land Rover
2743,Hyundai SantaFe Premium 2.2L HTRAC,899,4/11/2024,2020,72000,Lap rap,SUV,7,Ha Noi,4,Dau,2200,Hyundai
2744,Kia Sedona 2.2 DAT Luxury,815,4/11/2024,2019,72000,Lap rap,Van,7,Ha Noi,5,Dau,2200,Kia
2745,Lexus GX 460,4900,4/11/2024,2020,18000,Nhap khau,SUV,6,Ha Noi,4,Xang,4600,Lexus
2746,Mercedes Benz V class V250 Maybach Luxury,3499,4/11/2024,2022,0,Nhap khau,Van,6,Ha Noi,2,Xang,2000,Mercedes
2747,Mercedes Benz GLC 200,1295,4/11/2024,2020,50000,Lap rap,SUV,5,Ha Noi,4,Xang,2000,Mercedes
2748,Lexus NX 300,1850,4/11/2024,2019,0,Nhap khau,SUV,5,Ha Noi,5,Xang,2000,Lexus
2749,Hyundai Kona 2.0 ATH,550,4/11/2024,2021,43000,Lap rap,Crossover,5,Ha Noi,3,Xang,2000,Hyundai
2750,Ford Ranger Wildtrak 3.2L 4x4 AT,535,4/11/2024,2017,13200,Nhap khau,Ban tai,5,Ha Noi,7,Dau,3200,Ford
2751,Mercedes Benz E class E250,1060,4/11/2024,2017,66000,Lap rap,Sedan,5,Ha Noi,7,Xang,2000,Mercedes
2752,Mercedes Benz GLC 300 4Matic,1068,4/11/2024,2017,90000,Lap rap,SUV,5,Ha Noi,7,Xang,2000,Mercedes
2753,Lexus RX 200t,1899,4/11/2024,2017,85000,Nhap khau,SUV,5,Ha Noi,7,Xang,2000,Lexus
2754,Mercedes Benz S class S450 Luxury,3999,4/11/2024,2021,35000,Nhap khau,Sedan,5,Ha Noi,3,Xang,3000,Mercedes
2755,Peugeot 2008 GT Line 1.2 AT,668,4/11/2024,2022,30000,Lap rap,Crossover,5,Ha Noi,2,Xang,1200,Peugeot
2756,Toyota Corolla Cross 1.8V,755,4/11/2024,2021,17000,Nhap khau,SUV,5,Ha Noi,3,Xang,1800,Toyota
2757,Mazda 6 2.0 AT,414,4/11/2024,2016,80000,Lap rap,Sedan,5,Ha Noi,8,Xang,2000,Mazda
2758,Ford EcoSport Titanium 1.0 EcoBoost,389,4/11/2024,2018,110000,Lap rap,SUV,5,Ha Noi,6,Xang,1000,Ford
2759,Mercedes Benz GLC 300 4Matic,1160,4/11/2024,2019,91000,Lap rap,SUV,5,Ha Noi,5,Xang,2000,Mercedes
2760,Mazda 3 1.5L Sport Premium,585,4/11/2024,2021,0,Lap rap,Hatchback,5,Ha Noi,3,Xang,1500,Mazda
2761,Mitsubishi Xpander Cross 1.5 AT,618,4/11/2024,2022,32000,Nhap khau,SUV,7,Ha Noi,2,Xang,1500,Mitsubishi
2762,Hyundai Elantra Sport 1.6 AT,520,4/11/2024,2019,75000,Lap rap,Sedan,5,Ha Noi,5,Xang,1600,Hyundai
2763,Toyota Fortuner 2.7V 4x4 AT,485,4/11/2024,2015,100000,Lap rap,SUV,7,Ha Noi,9,Xang,2700,Toyota
2764,Lexus RX 350,2280,4/11/2024,2016,75000,Nhap khau,SUV,5,Ha Noi,8,Xang,3500,Lexus
2765,Honda CRV G,719,4/11/2024,2019,99888,Nhap khau,SUV,7,Ha Noi,5,Xang,1500,Honda
2766,Mercedes Benz S class S450L,2130,4/11/2024,2018,62000,Lap rap,Sedan,5,Ha Noi,6,Xang,3000,Mercedes
2767,Mercedes Benz E class E300 AMG,1899,4/11/2024,2021,50000,Lap rap,Sedan,5,Ha Noi,3,Xang,2000,Mercedes
2768,Honda City RS 1.5 AT,500,4/11/2024,2022,40000,Lap rap,Sedan,5,Ha Noi,2,Xang,1500,Honda
2769,Toyota Prado TXL 2.7L,1290,4/11/2024,2016,11000,Nhap khau,SUV,7,Ha Noi,8,Xang,2700,Toyota
2770,VinFast Lux SA 2.0 Premium 2.0 AT,735,4/11/2024,2019,19000,Lap rap,SUV,7,Ha Noi,5,Xang,2000,VinFast
2771,Toyota Veloz Cross Top 1.5 CVT,615,4/11/2024,2022,30000,Nhap khau,SUV,7,Ha Noi,2,Xang,1500,Toyota
2772,Hyundai Tucson 2.0 AT CRDi Dac biet,909,4/11/2024,2023,10000,Lap rap,Crossover,5,Ha Noi,1,Dau,2000,Hyundai
2773,Hyundai Tucson 1.6 AT Turbo HTRAC Dac biet,905,4/11/2024,2023,20000,Lap rap,Crossover,5,Ha Noi,1,Xang,1600,Hyundai
2774,Mercedes Benz GLC 300 4Matic,2650,4/11/2024,2023,14000,Lap rap,SUV,5,Ha Noi,1,Xang,2000,Mercedes
2775,Mercedes Benz E class E300 AMG,1950,4/11/2024,2021,50000,Lap rap,Sedan,5,Ha Noi,3,Xang,2000,Mercedes
2776,Kia Sonet Premium 1.5 AT,575,4/11/2024,2023,11000,Lap rap,Crossover,5,Ha Noi,1,Xang,1500,Kia
2777,LandRover Range Rover Autobiography 3.0,2590,4/11/2024,2014,60000,Nhap khau,SUV,5,Ha Noi,10,Xang,3000,Land Rover
2778,Hyundai Elantra 1.6 AT,525,4/11/2024,2021,58000,Lap rap,Sedan,5,Ha Noi,3,Xang,1600,Hyundai
2779,Kia Morning Luxury,298,4/11/2024,2020,55000,Lap rap,Hatchback,5,Ha Noi,4,Xang,1250,Kia
2780,Mazda 2 S,295,4/11/2024,2015,91000,Lap rap,Hatchback,5,Ha Noi,9,Xang,1500,Mazda
2781,Mercedes Benz GLS 450 4Matic,4499,4/11/2024,2022,29000,Nhap khau,SUV,7,Ha Noi,2,Xang,3000,Mercedes
2782,Kia Sonet Premium 1.5 AT,559,4/11/2024,2022,20000,Lap rap,Crossover,5,Ha Noi,2,Xang,1500,Kia
2783,Mercedes Benz C class C300 AMG,1180,4/11/2024,2019,50000,Lap rap,Sedan,5,Ha Noi,5,Xang,2000,Mercedes
